participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
762,1,0,22,9,1,0,,0,,1,0,0,,,,,,,,-1,1,1,0,0,,1,1,,,0,0,1,1,,0,,0,,,,,,,1,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,2,0,7,4,0,1,,1,,,,,,,,,,,,,,,,,,1,,,,,0,,1,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,2,0,7,7,0,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,0,0,9,1,3,-1,,,,,,-1,,,,,,,0,,1,0,,,,0,,,,,,,0,,,,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,0,0,7,3,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2,0,20,13,3,1,,1,,1,1,,,,,,,,1,,1,1,,0,,-1,0,,,,0,,,,1,-1,1,0,,1,,-1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,0,0,8,3,0,0,,,,0,1,,,,,,,,,,0,,,,1,,,,,,,,,,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,0,26,11,1,0,,1,,1,0,0,,,,,,,0,0,1,0,0,0,,,1,,,1,0,,1,,0,1,0,0,,1,1,0,,0,,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,0,0,33,10,1,0,,1,,0,0,0,,,,,,,1,-1,1,0,0,0,1,0,1,,,1,0,0,0,,0,0,0,1,,0,1,0,,0,,0,1,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,0,0,8,3,0,0,,,,,0,,,,,,,,,,1,,,0,,,,,,,0,,,,,0,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,0,0,7,3,0,1,,,,,,,,,,,,,0,1,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1,0,31,17,3,1,,1,,-1,-1,0,,,,,,,0,0,1,0,1,1,1,0,1,,,0,,0,1,,1,1,1,1,,0,1,0,,1,,-1,,,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,2,59,40,0,0,,1,,1,1,1,,,,,,,1,1,1,0,1,0,1,1,1,,,1,1,1,1,,1,0,1,1,,1,0,1,,1,,0,0,,0,0,1,1,1,1,0,,,0,1,,1,1,1,,0,1,1,,,1,0,0,,1,0,0,0,1,1,1,0,1,1,0,1,1
815,1,1,35,25,0,1,,1,,1,0,1,,,,,,,1,0,1,1,1,1,0,1,1,,,0,1,1,0,,1,1,0,0,,1,1,1,,1,,0,0,,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,0,0,20,7,4,1,,1,,0,,,,,,,,,0,0,,0,,,-1,,,,,0,,-1,1,,0,,0,,,0,1,1,,,,-1,0,,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0,0,34,18,9,-1,,1,,0,1,1,,,,,,,0,0,1,1,1,1,-1,1,1,,,-1,-1,-1,1,,0,-1,0,1,,1,0,-1,,1,,-1,0,,1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1,0,34,17,2,0,,1,,0,0,0,,,,,,,1,-1,1,0,0,0,1,1,1,,,1,0,1,1,,1,0,0,0,,0,1,0,,1,,0,0,,1,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,0,4,2,2,1,,,,,,,,,,,,,,,,,,,,-1,,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,0,5,3,1,-1,,,,,,,,,,,,,,,,0,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,0,15,10,0,1,,1,,,,,,,,,,,,0,,,,0,0,,,,,1,,,1,,1,1,0,1,,,,0,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1,0,19,10,3,1,,,,,0,0,,,,,,,,-1,,,,,1,1,,,,0,1,0,,,1,0,-1,1,,,,1,,0,,-1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0,0,27,4,0,0,,0,,0,0,0,,,,,,,0,0,,0,0,0,1,0,0,,,0,0,,,,0,,0,1,,0,,0,,0,,0,1,,,1,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1,0,22,13,4,0,,,,,,,,,,,,,0,-1,1,1,1,-1,1,1,,,,,1,1,1,,,,1,0,,,1,1,,-1,,-1,,,1,0,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0,0,37,11,1,0,,1,,1,0,1,,,,,,,0,0,0,1,0,0,1,0,0,,,0,0,0,1,,0,0,0,0,,1,0,0,,0,,-1,0,,1,0,1,1,0,0,0,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
855,0,0,23,6,2,0,,,,,-1,0,,,,,,,0,1,1,,,0,0,,-1,,,0,0,0,1,,0,,,1,,1,0,,,1,,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1,2,44,29,8,1,,1,,1,-1,1,,,,,,,1,-1,1,-1,1,1,1,1,1,,,-1,0,1,0,,0,-1,-1,1,,1,1,1,,0,,-1,0,,1,1,1,0,1,1,0,1,,1,1,,1,-1,1,,1,1,1,,,,,,,,,,,,,,,,,,,
863,1,0,18,11,3,-1,,,,,1,0,,,,,,,1,-1,1,,,0,,0,1,,,,1,,,,,,-1,,,,1,0,,,,,1,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,0,0,12,6,2,1,,,,,,0,,,,,,,,,1,1,,,0,,1,,,,,-1,,,,,0,,,,,,,,,-1,,,,,,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1,0,36,22,6,1,,1,,1,-1,0,,,,,,,0,-1,1,0,1,1,0,1,1,,,1,1,0,1,,0,1,-1,-1,,1,1,-1,,1,,-1,0,,1,1,1,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1,0,34,20,2,1,,1,,1,1,-1,,,,,,,0,-1,1,1,0,1,1,1,1,,,0,0,1,1,,0,1,0,0,,1,,0,,,,0,1,,1,0,1,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1,0,15,10,0,1,,1,,0,,0,,,,,,,0,,,1,,1,,1,,,,,,,0,,0,,1,,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1,0,36,25,7,1,,1,,1,1,-1,,,,,,,0,-1,1,1,1,1,-1,1,1,,,1,-1,1,1,,0,-1,1,1,,1,-1,0,,1,,0,-1,,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,0,3,0,1,0,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1,0,25,17,7,1,,1,,1,1,,,,,,,,1,-1,,,,-1,,-1,1,,,1,,-1,1,,,,1,1,,1,1,0,,,,-1,,,-1,1,1,1,1,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1,0,36,27,6,1,,1,,1,-1,0,,,,,,,1,-1,1,1,1,1,1,1,1,,,0,1,1,-1,,0,-1,1,1,,1,1,-1,,1,,-1,1,,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1,0,36,21,3,0,,1,,1,0,0,,,,,,,0,0,1,-1,1,-1,1,1,-1,,,1,1,1,1,,1,0,0,1,,1,0,1,,0,,0,0,,1,1,1,1,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1,0,23,16,3,1,,0,,,1,0,,,,,,,0,-1,0,1,-1,1,1,,,,,-1,,,1,,1,1,,,,,1,1,,,,,1,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1,0,15,9,2,0,,1,,,,,,,,,,,,-1,1,,1,,,,1,,,1,,,1,,,,0,1,,0,,,,,,-1,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1,0,37,29,7,-1,,1,,1,1,-1,,,,,,,0,-1,1,-1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,-1,1,,1,,-1,-1,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,0,37,33,3,-1,,1,,1,1,1,,,,,,,1,-1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,0,1,,1,1,1,,1,,-1,1,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,1,18,15,2,1,,1,,1,,,,,,,,,,,1,-1,1,,,,1,,,1,1,1,1,,,1,-1,1,,0,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
910,,0,5,4,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1,0,33,30,0,0,,1,,1,0,1,,,,,,,1,1,,1,,1,1,1,1,,,1,1,1,1,,,1,1,1,,1,1,1,,1,,0,1,,1,1,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,0,9,6,0,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,,0,0,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,0,0,12,3,0,0,,,,,,0,,,,,,,0,,,0,,,,1,,,,,,,,,1,,,0,,1,,,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1,0,31,22,4,-1,,1,,0,-1,,,,,,,,,-1,1,1,0,0,1,1,1,,,-1,1,1,,,1,1,1,1,,1,,1,,0,,0,1,,,1,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,0,1,22,7,1,0,,1,,0,-1,0,,,,,,,,0,0,0,1,,1,0,0,,,,0,,,,,,0,,,,,,,0,,0,1,,,,1,0,,,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
919,2,0,10,9,0,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,1,,,,,1,,,,,,,,,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,0,4,3,1,1,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1,0,40,26,4,1,,1,,1,0,0,,,,,,,1,-1,1,1,1,1,1,1,1,,,-1,0,0,1,,1,1,1,1,,1,0,1,,-1,,-1,0,,1,1,1,1,0,1,0,,,1,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
938,1,0,40,31,2,1,,1,,1,1,1,,,,,,,0,-1,1,1,1,1,1,1,1,,,1,0,1,1,,1,0,1,1,,1,1,1,,1,,0,1,,1,1,1,1,1,0,0,,,1,1,,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,
942,0,0,8,5,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945,1,0,19,14,1,1,,1,,1,1,,,,,,,,0,,1,1,0,,,,,,,,,,1,,1,1,,,,,,,,1,,-1,0,,,1,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,0,39,28,5,-1,,1,,1,-1,1,,,,,,,0,0,1,1,1,1,1,1,-1,,,1,1,1,1,,0,0,0,1,,1,1,1,,1,,0,1,,1,1,1,1,1,1,-1,,,-1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
949,1,0,38,19,4,0,,1,,0,1,-1,,,,,,,,-1,1,0,0,1,1,0,1,,,0,1,0,1,,0,1,0,1,,0,1,1,,0,,-1,,,0,1,1,1,1,1,0,,,0,1,,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,
959,1,0,25,21,0,1,,1,,1,0,1,,,,,,,0,,1,1,,,1,1,1,,,,1,1,1,,,,1,1,,1,0,,,,,0,1,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,0,6,3,3,1,,,,,-1,,,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,0,23,12,4,0,,1,,0,0,,,,,,,,,-1,1,1,,-1,1,1,,,,1,,1,1,,0,,,,,,0,,,,,,0,,-1,1,1,1,,,-1,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
962,0,0,7,4,2,1,,,,-1,,,,,,,,,,,,1,,,,,,,,,,-1,,,,,,,,1,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1,0,40,32,4,-1,,1,,1,-1,1,,,,,,,1,0,1,1,1,1,1,1,1,,,1,-1,1,0,,0,1,-1,1,,1,1,1,,1,,0,1,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
964,0,0,11,6,2,0,,,,,,,,,,,,,,-1,,,1,,,,,,,,,,,,-1,,,0,,,1,,,,,,,,,1,,1,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
969,1,0,26,17,0,1,,1,,1,0,,,,,,,,0,0,1,,,,1,1,,,,,0,,1,,,0,,,,1,1,,,0,,,,,1,1,,1,0,1,0,,,1,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
972,1,0,40,30,8,-1,,1,,1,-1,-1,,,,,,,1,-1,1,1,1,1,1,1,1,,,-1,1,1,1,,1,-1,0,1,,1,1,1,,1,,-1,1,,-1,1,1,1,1,1,1,,,1,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
978,,0,6,0,2,-1,,,,0,0,0,,,,,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,0,0,7,4,0,1,,,,,,,,,,,,,,,,0,,,0,1,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1,0,23,18,4,1,,,,1,1,-1,,,,,,,1,,,,,1,,,,,,,,,1,,0,1,1,,,1,1,,,1,,,,,,-1,1,1,1,1,1,,,1,-1,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,
1003,1,0,43,27,7,0,,1,,1,-1,1,,,,,,,0,0,1,1,1,1,1,1,1,,,-1,0,0,1,,1,1,0,1,,1,1,-1,,-1,,-1,1,,1,1,1,1,1,-1,1,,,1,1,,1,1,-1,,0,0,0,,,,,,,,,,,,,,,,,,,
1029,0,0,17,2,3,0,,,,,,,,,,,,,,,0,0,,,,,,,,-1,0,,,,,0,0,1,,0,,0,,,,,,,,-1,,1,0,,,,,,0,,,-1,0,,,,0,,,,,,,,,,,,,,,,,,,
1034,0,0,12,4,0,0,,,,,,,,,,,,,,0,0,1,,,,0,1,,,,,,,,,0,0,,,0,,,,0,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1036,0,0,25,14,8,-1,,1,,1,0,-1,,,,,,,1,,,0,1,1,-1,,,,,,0,1,,,1,1,,,,,1,,,,,-1,-1,,,1,1,1,-1,,,,,-1,,,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,
1037,0,0,15,7,1,1,,,,,0,,,,,,,,,,1,,0,0,,,,,,0,,,,,1,1,,1,,,,0,,,,-1,,,1,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,0,0,8,2,0,1,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1,0,14,13,1,1,,,,1,-1,,,,,,,,,,1,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1045,1,0,43,17,8,0,,1,,1,-1,0,,,,,,,0,-1,1,0,1,0,1,0,0,,,0,-1,1,1,,1,-1,0,0,,1,0,0,,1,,-1,-1,,1,1,1,1,0,1,0,,,0,0,,0,-1,1,,-1,1,0,,,,,,,,,,,,,,,,,,,
1047,1,0,43,29,3,0,,1,,1,-1,0,,,,,,,0,0,1,0,1,1,1,1,1,,,-1,0,1,1,,1,0,0,1,,1,1,1,,0,,-1,0,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,0,1,1,,,,,,,,,,,,,,,,,,,
1059,0,0,27,11,10,1,,1,,0,,,,,,,,,1,1,,0,,-1,-1,,1,,,,,-1,1,,1,-1,0,0,,,-1,-1,,,,-1,0,,,-1,,1,,,-1,,,,1,,1,-1,1,,0,,,,,,,,,,,,,,,,,,,,,
1061,0,0,34,17,10,1,,1,,1,-1,-1,,,,,,,0,1,0,0,1,1,-1,-1,0,,,-1,,,1,,1,1,1,,,1,,,,,,0,-1,,1,1,1,1,0,-1,,,,,1,,1,-1,-1,,0,-1,,,,,,,,,,,,,,,,,,,,
1062,1,0,43,30,1,1,,0,,0,0,0,,,,,,,1,1,1,0,1,1,1,0,1,,,1,0,1,1,,0,1,1,1,,1,1,0,,1,,-1,0,,1,1,1,1,0,1,1,,,1,1,,1,1,1,,0,1,1,,,,,,,,,,,,,,,,,,,
1065,0,0,23,6,0,0,,0,,0,,,,,,,,,1,,,,,,0,1,0,,,0,0,0,,,,,,,,0,1,0,,0,,,0,,,,,,0,1,0,,,,1,,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,
1068,0,0,16,0,0,0,,0,,,,,,,,,,,,0,,0,0,0,,,,,,0,0,,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
1083,1,0,25,11,1,0,,1,,,-1,0,,,,,,,0,,,,0,0,,1,1,,,0,1,0,,,0,0,0,1,,,,,,1,,,,,,,1,,0,,,,,0,1,,1,1,,,0,1,,,,,,,,,,,,,,,,,,,,
1085,1,0,30,20,10,1,,-1,,,,,,,,,,,,-1,,,-1,1,-1,1,1,,,1,,1,1,,1,,-1,1,,-1,-1,-1,,,,-1,-1,,1,1,1,,1,1,,,,1,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
1090,1,0,44,33,1,1,,1,,0,-1,0,,,,,,,1,0,1,0,1,1,1,1,1,,,1,1,0,1,,1,0,1,1,,1,1,0,,1,,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,0,1,1,,,1,,,,,,,,,,,,,,,,
1091,0,0,44,14,1,1,,0,,1,0,0,,,,,,,1,-1,1,1,0,1,0,0,1,,,0,0,1,0,,1,0,0,0,,1,0,0,,0,,0,0,,0,0,0,0,0,0,0,,,0,1,,1,0,0,,0,1,1,,,0,,,,,,,,,,,,,,,,
1101,1,0,44,26,7,-1,,1,,0,1,1,,,,,,,0,0,1,0,1,-1,1,-1,1,,,0,0,-1,1,,1,1,0,1,,0,1,1,,0,,-1,1,,1,1,0,1,1,1,-1,,,1,1,,0,1,1,,1,1,1,,,-1,,,,,,,,,,,,,,,,
1103,1,0,46,35,8,-1,,1,,1,0,-1,,,,,,,1,-1,1,1,1,-1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,0,,1,,-1,1,,1,1,1,1,1,1,-1,,,-1,1,,1,1,1,,-1,1,1,,,1,1,0,,,,,,,,,,,,,,
1107,0,1,47,13,0,1,,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,1,,,0,0,0,1,,1,0,0,1,,1,0,0,,0,,0,0,,0,1,0,0,1,0,0,,,0,0,,1,1,0,,0,1,1,,,0,0,0,1,,,,,,,,,,,,,
1110,,0,6,2,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,
1120,1,0,20,15,3,1,,,,1,-1,-1,,,,,,,,1,1,1,1,,,1,,,,,,,,,,0,1,,,-1,,,,0,,,1,,,,,1,1,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
1121,,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1129,1,0,25,18,6,-1,,1,,1,1,,,,,,,,1,-1,,1,,1,,1,1,,,,0,,1,,1,,-1,,,1,,1,,-1,,-1,1,,,1,1,,1,,,,,1,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,
1131,0,0,9,5,0,1,,,,1,0,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,
1140,0,0,14,1,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,0,,1,,,,,,0,,,0,,,,0,,0,,,,0,0,,,,,,,,,,,,,,
1142,,0,3,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,0,0,9,3,0,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,0,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,
1144,1,0,47,37,5,1,,1,,1,-1,1,,,,,,,0,-1,1,1,1,1,1,1,1,,,-1,1,1,1,,1,1,0,1,,1,1,0,,1,,-1,1,,1,1,1,1,1,1,1,,,1,1,,1,-1,1,,0,1,1,,,1,1,0,,1,,,,,,,,,,,,
1159,,0,6,6,0,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,1,0,48,34,6,1,,1,,1,0,-1,,,,,,,0,-1,1,1,-1,-1,1,1,1,,,-1,1,1,1,,1,1,0,1,,1,1,0,,1,,-1,1,,1,0,1,1,1,1,1,,,1,1,,1,1,1,,0,1,1,,,1,1,0,,1,0,,,,,,,,,,,
1162,0,0,45,10,3,0,,1,,0,1,-1,,,,,,,0,0,,,0,0,0,0,0,,,0,0,0,1,,0,0,0,0,,0,0,0,,0,,-1,0,,,0,0,1,0,1,0,,,1,0,,0,0,1,,0,1,1,,,1,0,0,,0,-1,,,,,,,,,,,
1163,1,0,32,17,4,0,,1,,1,,0,,,,,,,,-1,0,,,1,0,0,,,,,1,,,,0,0,,1,,1,,0,,-1,,-1,1,,,1,,1,1,1,-1,,,,1,,,0,1,,0,,0,,,1,1,,,1,1,,,,,,,,,,,
1167,1,0,32,19,4,1,,1,,-1,1,1,,,,,,,,,1,0,0,1,,1,1,,,-1,,1,1,,0,0,1,1,,,1,-1,,,,,0,,,,1,1,,1,0,,,0,,,1,,0,,0,,,,,-1,1,,,1,,,,,,,,,,,,
1174,0,0,8,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,0,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,
1181,0,0,7,6,1,-1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
1191,1,0,35,25,5,-1,,1,,1,1,,,,,,,,,,1,1,0,1,1,1,,,,-1,-1,1,1,,,1,0,1,,1,,1,,,,-1,0,,1,,0,,,1,1,,,1,,,1,1,1,,0,1,1,,,,,1,,1,-1,,,,,,,,,,,
1192,0,0,14,11,0,1,,,,,1,,,,,,,,,,,,,1,,,,,,1,0,,,,1,0,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,0,,,,,,,,,,,,
1196,0,0,7,2,2,-1,,,,,-1,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,,
1199,1,0,50,38,3,1,,1,,1,0,0,,,,,,,1,-1,1,0,1,1,0,1,1,,,1,1,1,1,,1,1,1,1,,1,1,0,,1,,-1,0,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,0,1,1,,,1,1,0,,1,1,-1,0,,,,,,,,,
1206,0,0,15,8,2,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,-1,,,,0,0,,1,,,0,,1,,,,,,,,,-1,,0,,1,,,,,,,0,,,,,,,,,,,,
1236,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,1,0,25,14,4,1,,1,,,-1,,,,,,,,,-1,1,,,1,,,1,,,,1,,,,-1,0,-1,,,,1,1,,,,,,,0,,1,,0,1,,,,1,1,,1,,1,,,,,,,,,0,,0,,0,0,,,,,,,,,
1258,0,0,50,19,2,1,,1,,0,1,0,,,,,,,0,0,1,0,0,1,0,0,1,,,0,0,0,1,,0,0,0,1,,0,0,0,,1,,-1,0,,0,1,1,1,0,1,1,,,0,1,,0,-1,0,,0,1,0,,,0,1,0,,1,0,1,0,,,,,,,,,
1269,0,0,11,6,1,1,,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,,,,,,,-1,,,,,,,,,,,,,1,,,0,,,,1,,,,,,,,1,,,,,,,0,,,,,,,,,
1295,0,0,20,0,0,0,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,,,,,0,,,,0,,0,,,,0,,,,,,0,,0,0,,,,0,,0,,,,0,,,,,,0,,,0,,,,,,,,,,,,
1297,1,0,38,18,0,1,,,,1,1,0,,,,,,,,0,,0,1,0,0,1,1,,,0,1,1,1,,0,,0,0,,1,1,0,,0,,0,0,,0,1,,1,,,1,,,,0,,1,,0,,1,0,,,,1,,,,0,0,1,0,,,,,,,,,
1303,1,3,57,43,7,1,,1,,1,0,1,,,,,,,1,1,1,1,1,-1,-1,1,1,,,1,0,1,1,,1,0,1,0,,-1,1,1,,1,,-1,1,,1,1,1,1,1,1,0,,,1,1,,1,1,1,,0,1,1,,,1,1,-1,,1,1,0,1,1,1,1,1,1,-1,-1,,
